"W1","W2","W3","W4","A","Y"
1,1,0.377061456441879,2,1,1
1,1,0.61820454755798,1,1,1
1,1,0.813617307459936,1,0,1
0,1,0.788006001384929,3,0,0
0,1,0.539038113085553,2,0,1
0,0,0.453188585815951,3,1,1
1,1,0.751868611900136,0,1,1
0,0,0.999413350597024,1,1,0
0,1,0.217772299889475,0,0,1
0,0,0.0489775026217103,2,0,0
0,1,0.518231139751151,0,1,1
1,1,0.15021889959462,2,0,1
1,1,0.705326253781095,2,0,1
0,1,0.457100107101724,2,0,1
0,1,0.756921236868948,2,1,1
1,0,0.8824238977395,3,0,0
0,0,0.132443663198501,2,1,0
1,1,0.774570753565058,3,0,1
1,0,0.335481492336839,2,0,0
1,1,0.0308393139857799,2,0,1
0,1,0.359845699742436,1,0,1
1,0,0.106484835036099,1,1,0
1,0,0.334313569590449,3,1,1
1,1,0.59305971278809,0,1,1
1,0,0.798481529345736,3,1,0
1,1,0.824597629951313,2,0,1
1,0,0.298688397277147,2,1,0
0,1,0.477585886139423,1,0,1
1,1,0.0542695198673755,1,0,0
1,1,0.0336255044676363,1,0,1
0,1,0.953219120157883,3,0,1
1,1,0.444021787494421,0,0,1
1,1,0.869973266962916,2,0,1
1,1,0.466363143874332,1,0,1
1,1,0.262504427926615,1,0,1
0,1,0.188698634272441,1,0,0
1,0,0.748354739276692,2,1,0
0,1,0.799072061898187,2,1,1
0,0,0.0998880553524941,2,1,0
0,0,0.148503135889769,3,1,1
0,1,0.901829700451344,0,0,1
1,0,0.677859619259834,2,1,1
0,1,0.28127374057658,1,0,1
0,1,0.390211042715237,1,1,1
1,1,0.242920250166208,3,0,1
1,0,0.0237761130556464,2,1,0
0,1,0.632149419747293,0,1,1
1,1,0.0253123296424747,1,0,0
1,1,0.709188028704375,1,0,1
0,0,0.782015747390687,2,1,0
0,0,0.991861523594707,3,1,0
1,1,0.857911625877023,2,0,1
0,1,0.0970618478022516,1,0,1
0,1,0.327414865838364,2,0,1
1,1,0.210524927824736,0,0,1
1,0,0.775340565945953,2,1,1
0,0,0.0929128066636622,2,0,0
0,1,0.924020957667381,2,0,0
0,1,0.97926219785586,1,0,1
1,1,0.0446191027294844,0,0,1
1,1,0.104066130239516,2,0,1
0,1,0.432867932133377,1,0,1
1,0,0.872655929299071,2,1,1
0,0,0.742200609762222,3,1,1
0,0,0.732442643260583,1,1,1
1,0,0.554775252239779,0,1,0
0,0,0.129887265851721,3,1,0
1,1,0.439849029295146,1,1,1
0,1,0.0103851717431098,1,0,1
0,0,0.313099570805207,2,1,1
0,1,0.765057051787153,1,0,1
0,0,0.187734716106206,3,1,0
0,0,0.296888729324564,3,1,0
0,0,0.14336410863325,2,1,1
0,0,0.3931411835365,3,1,0
0,1,0.791149070486426,1,0,0
1,1,0.667565440526232,2,0,1
0,0,0.225322894519195,3,1,0
0,0,0.14103160565719,1,1,0
1,0,0.323361517162994,1,1,0
0,1,0.620837630471215,2,0,1
0,1,0.25422501238063,1,0,1
1,1,0.366387417539954,3,0,1
1,1,0.969916982809082,1,0,0
1,1,0.711454613599926,1,0,1
1,1,0.69052168331109,1,0,0
0,1,0.0534303460735828,0,0,0
1,0,0.10581298917532,2,1,0
1,1,0.722505341051146,2,0,1
0,1,0.546963364817202,0,0,1
0,0,0.623032635776326,2,1,1
0,1,0.478106694528833,1,0,1
1,0,0.346555295167491,3,1,0
0,1,0.511710034916177,0,0,0
1,1,0.298967516282573,0,0,0
0,1,0.483661277219653,3,0,1
0,1,0.88513411488384,2,0,1
1,1,0.296763454563916,1,0,1
1,1,0.494469694793224,0,0,1
1,1,0.852277947822586,2,0,1
1,0,0.205699442420155,2,1,1
0,1,0.0543791530653834,2,0,1
1,0,0.638069946551695,2,1,1
1,1,0.754431444453076,3,0,1
0,1,0.0347651988267899,0,0,0
1,0,0.0678676741663367,1,1,0
1,0,0.265172376763076,0,1,0
0,1,0.11127941054292,2,0,0
1,1,0.01915053720586,0,0,0
0,1,0.712114868918434,0,0,1
0,0,0.310544373467565,2,1,0
1,0,0.194557791342959,3,0,1
1,1,0.422964142169803,1,0,1
0,0,0.435327989514917,2,0,1
1,1,0.647575157461688,1,0,1
0,1,0.424241633154452,1,1,1
1,1,0.29874267289415,1,1,1
1,0,0.56452653859742,1,1,0
0,1,0.708071617642418,1,0,1
0,1,0.191963896155357,2,0,1
0,1,0.582108589122072,3,0,1
0,0,0.287999057210982,2,1,0
1,0,0.624107511714101,2,1,1
1,1,0.299405767116696,1,1,1
1,1,0.224750966997817,1,0,0
0,1,0.591394674498588,1,0,1
0,0,0.907219447428361,3,1,1
1,1,0.881669831927866,1,0,0
0,1,0.179409519769251,2,0,1
1,1,0.789046727586538,3,0,1
1,1,0.194184929830953,3,0,1
1,1,0.642698559910059,3,0,1
1,1,0.101733909687027,2,0,1
1,1,0.643825558712706,0,0,1
0,1,0.443137612426654,1,0,1
1,1,0.0685780418571085,2,0,0
0,1,0.605612849118188,0,1,1
1,1,0.525285529438406,2,0,1
0,1,0.283429545350373,1,1,1
1,0,0.236122064990923,1,1,1
1,0,0.38128131092526,3,1,1
1,1,0.742149633122608,1,0,0
1,0,0.204279551049694,3,1,0
1,0,0.764518392505124,3,1,1
1,0,0.852365457220003,1,0,0
0,0,0.42823828314431,2,1,1
1,1,0.0483535872772336,2,0,1
0,1,0.473862091312185,2,1,1
1,1,0.116464347578585,1,0,1
0,1,0.800458643818274,2,0,1
1,0,0.136505246395245,2,1,0
0,1,0.355852386215702,2,0,1
0,0,0.118360397405922,2,1,0
0,1,0.855326961958781,1,0,1
1,1,0.572272626450285,3,0,1
0,1,0.254735174356028,0,0,1
1,1,0.896604254376143,2,0,0
1,1,0.219204279594123,1,0,0
0,1,0.458957507740706,2,0,1
1,1,0.411322306841612,1,1,1
0,1,0.98783790320158,1,1,0
1,1,0.221282297978178,2,0,1
1,0,0.24619212304242,2,0,0
0,1,0.471500070998445,2,0,1
1,1,0.792738347779959,2,0,1
0,1,0.905742072267458,2,0,1
1,1,0.0184824282769114,1,0,0
0,1,0.681416259147227,2,0,1
1,1,0.455305580981076,2,0,1
0,0,0.882218336919323,2,1,0
1,0,0.84165834239684,1,1,0
1,0,0.729176373919472,3,0,0
1,1,0.33799894223921,1,1,1
1,1,0.0576378675177693,2,0,1
1,1,0.0986989925149828,1,0,0
0,1,0.795724750263616,1,0,1
1,0,0.359425328671932,1,1,0
0,1,0.613085340708494,3,0,1
1,0,0.766333671752363,1,1,1
1,1,0.918825146974996,2,0,0
1,1,0.137727358611301,0,0,1
1,0,0.276355134788901,3,1,1
0,0,0.499820317374542,2,1,0
1,0,0.185195172671229,3,1,0
1,0,0.781673973891884,3,0,0
1,0,0.581079164985567,3,1,0
1,1,0.511646426748484,2,1,1
1,1,0.030344462255016,1,0,0
0,1,0.230047631077468,3,0,1
0,1,0.239081026986241,1,0,0
0,0,0.221446570008993,2,1,1
0,1,0.71749584376812,1,0,1
1,1,0.601573557592928,2,0,1
0,1,0.702416353393346,1,1,1
0,0,0.809948153328151,2,1,0
1,1,0.714166556950659,1,0,1
0,1,0.782582951942459,2,0,1
1,1,0.145066777477041,2,0,1
0,1,0.631533465115353,0,0,1
0,1,0.525101392529905,1,0,1
0,1,0.158081582048908,1,1,0
1,0,0.820581739069894,3,1,1
1,1,0.852841186337173,3,0,1
0,1,0.591781265567988,2,0,1
0,1,0.517607495188713,2,0,1
1,1,0.175360859604552,1,0,0
1,1,0.154639796819538,2,0,1
0,1,0.588615759043023,0,0,1
0,1,0.0565513833425939,1,0,0
1,1,0.177181559149176,2,0,0
1,1,0.812144194962457,0,0,0
1,1,0.415867823641747,1,0,0
0,1,0.209133263910189,2,0,1
1,0,0.5454178287182,2,0,0
1,1,0.305609084898606,1,0,0
0,0,0.341095727169886,3,1,0
0,1,0.453537843190134,0,0,1
0,1,0.135470519773662,2,0,1
1,1,0.989377993857488,2,0,0
0,0,0.910350109450519,2,0,0
1,0,0.619819602929056,3,1,0
1,1,0.198061421746388,1,0,1
1,1,0.977627470856532,3,0,0
1,0,0.807087305700406,2,1,0
1,1,0.598441095557064,1,0,0
1,1,0.758031810633838,3,0,1
0,0,0.546791534405202,2,1,1
0,1,0.888485711999238,0,0,1
1,1,0.0956834028474987,0,0,1
0,0,0.183872391935438,2,1,0
0,1,0.660988147137687,1,1,1
1,1,0.260747364722192,1,1,1
1,1,0.00665695336647332,0,0,0
1,1,0.590019775321707,2,0,1
1,0,0.150283079128712,0,0,0
1,1,0.144584870431572,0,0,1
1,1,0.215198374353349,1,0,0
0,1,0.271082299994305,1,0,0
1,1,0.313806086312979,2,0,1
0,1,0.213221680140123,0,0,0
0,1,0.563971292227507,0,0,1
1,1,0.591942466562614,3,0,1
0,1,0.178769497200847,0,0,0
1,0,0.3049177643843,2,1,0
0,1,0.561312410747632,2,0,1
0,1,0.793861037585884,0,0,1
0,1,0.249372357968241,0,0,1
1,1,0.722399373073131,2,0,1
0,0,0.512793134432286,1,1,1
0,0,0.572965557919815,2,1,1
0,1,0.546286986907944,1,1,1
0,1,0.628243461251259,1,0,1
0,1,0.227718050125986,0,0,1
0,1,0.236605769721791,1,0,1
1,1,0.57984647504054,2,0,1
1,1,0.0555344859603792,1,0,1
1,1,0.95034195529297,3,0,1
0,0,0.517719083232805,2,1,0
0,0,0.326968094799668,2,1,1
1,1,0.248251608805731,2,0,1
1,1,0.357075333362445,1,0,1
0,0,0.323345748940483,1,1,0
0,1,0.388839908642694,2,0,1
1,1,0.392520757159218,1,0,1
1,1,0.97292331350036,3,0,0
1,1,0.0186899492982775,1,0,1
0,1,0.343193443259224,2,0,1
1,1,0.114301880588755,1,0,1
1,0,0.263926864834502,1,1,0
1,1,0.0642531374469399,0,0,1
0,1,0.631908782292157,2,0,1
1,1,0.744040090590715,1,0,1
1,0,0.669351289747283,2,1,1
0,0,0.051508252741769,1,1,0
1,1,0.629052466247231,1,0,1
1,1,0.824221987277269,3,0,1
0,1,0.87598931370303,2,0,1
0,1,0.292813591193408,1,0,1
1,0,0.38926523947157,2,0,1
1,0,0.663443029392511,3,0,0
1,0,0.965450297575444,1,0,0
1,0,0.384764429880306,3,1,1
0,1,0.874329428188503,2,1,1
1,0,0.499180563027039,2,1,0
1,1,0.326182054588571,2,0,1
0,0,0.265522495377809,2,1,0
0,0,0.156339612789452,2,1,0
0,0,0.0577879073098302,1,1,0
1,1,0.243285849457607,3,0,1
1,0,0.165557417785749,3,1,0
1,0,0.687245080713183,3,1,0
0,1,0.304342264775187,3,0,1
0,0,0.265851053176448,2,1,1
0,1,0.398126004030928,2,0,1
0,1,0.652135930256918,3,0,1
0,0,0.745174563722685,3,0,0
1,1,0.608662785962224,1,0,0
0,0,0.822122272802517,2,1,0
0,0,0.653143370058388,3,1,0
0,1,0.660322370240465,1,1,1
0,1,0.239127975190058,1,0,1
1,0,0.966875442070886,2,1,0
1,0,0.690166143001989,3,1,1
0,1,0.764384877867997,1,0,1
1,1,0.464462108910084,2,0,1
1,1,0.622864805394784,2,0,0
0,1,0.505343870259821,2,1,1
0,1,0.95888977474533,2,1,1
0,1,0.394657257478684,0,0,1
1,1,0.486894560279325,1,0,1
0,0,0.578923649154603,1,1,0
1,1,0.962311094859615,2,0,0
0,1,0.300780148478225,1,0,0
0,1,0.712647398002446,2,0,1
0,0,0.122437567682937,3,1,0
1,1,0.824453476816416,0,0,1
0,1,0.848389646038413,2,0,1
1,1,0.838970128446817,1,0,0
0,1,0.358627228764817,0,1,1
0,1,0.0785240663681179,2,0,0
1,0,0.648091492708772,3,0,1
0,1,0.460728727746755,2,1,1
0,1,0.709600739413872,2,1,1
1,0,0.765228237491101,3,1,1
1,1,0.407246145186946,0,0,0
1,1,0.129247482633218,1,0,1
1,0,0.688445802778006,2,0,0
1,1,0.580658209277317,1,0,1
0,1,0.14210452302359,1,0,1
0,1,0.297868105582893,2,1,1
0,0,0.779205666854978,2,1,0
0,0,0.488155255792663,2,1,1
1,0,0.851389906834811,1,1,0
0,1,0.879418037598953,1,0,0
1,1,0.782113796565682,2,1,1
1,0,0.919126662891358,2,0,0
0,1,0.685961422976106,2,0,1
1,1,0.435361943906173,1,1,1
0,1,0.86303136497736,1,1,1
1,1,0.6521194758825,2,0,1
1,1,0.964025608729571,1,0,0
0,1,0.846863705432042,2,1,1
0,1,0.555702879559249,1,1,1
1,0,0.221316655166447,3,1,0
1,1,0.656775343464687,2,0,1
1,0,0.206930668326095,0,1,0
1,1,0.0818390457425267,0,0,0
1,0,0.230382026406005,3,0,0
0,1,0.471733068581671,2,0,1
0,0,0.173721801256761,1,1,0
0,1,0.136995062697679,3,0,1
0,0,0.558375988621265,2,1,0
0,1,0.0769474490080029,1,0,0
0,1,0.848372258944437,1,1,1
1,1,0.708151513244957,3,0,1
0,1,0.0567863604519516,1,0,1
1,1,0.103601491777226,1,0,1
0,0,0.18191970908083,2,1,0
1,1,0.51934789842926,3,0,1
1,0,0.719622237142175,2,1,0
1,1,0.817673759534955,3,0,1
0,1,0.604172127554193,0,0,1
1,1,0.256732159527019,1,0,0
1,0,0.400900405133143,2,1,0
1,1,0.230625333031639,0,0,1
0,0,0.725847226101905,2,1,0
1,0,0.613142823101953,2,1,0
1,0,0.18538883025758,2,0,0
1,0,0.76544956327416,3,0,0
1,0,0.310453714104369,3,1,1
1,1,0.820537547115237,2,0,0
0,0,0.927761569386348,3,1,0
0,1,0.388517964631319,0,1,1
0,1,0.929805544903502,3,0,1
1,1,0.524538255063817,1,0,1
1,1,0.306271835230291,0,1,1
0,0,0.295434710336849,3,1,1
0,1,0.570353036746383,1,0,1
1,1,0.460979705210775,2,0,1
1,1,0.0351935755461454,2,0,1
0,1,0.637916136765853,2,0,1
0,1,0.66733728395775,2,1,1
1,0,0.236391472164541,3,1,1
0,1,0.604112518252805,3,1,1
1,1,0.0811203615739942,1,0,0
0,1,0.0899503182154149,1,0,0
1,0,0.20774358487688,2,1,1
0,0,0.373232619371265,2,1,1
1,0,0.144736208021641,3,0,1
1,0,0.726914522005245,3,0,0
1,1,0.439270331757143,2,1,1
0,1,0.48575820075348,0,0,1
0,1,0.249339314177632,0,0,1
0,0,0.871881577884778,3,1,0
0,0,0.158369334414601,3,1,0
1,1,0.484716106439009,0,0,1
1,1,0.925034213811159,2,0,1
1,1,0.775626029586419,1,0,0
1,1,0.726781794568524,0,0,1
1,0,0.97036918788217,3,0,0
1,1,0.500972053268924,1,0,1
0,0,0.320566478418186,3,1,1
1,0,0.223144884686917,2,1,0
0,1,0.808098415145651,0,0,1
1,1,0.626591233769432,0,0,0
1,1,0.882393701002002,2,0,1
0,1,0.692615514621139,2,0,1
0,1,0.19004838494584,1,0,0
1,1,0.710280293831602,2,0,1
1,1,0.601812868844718,0,0,1
0,0,0.318034241441637,3,1,1
1,0,0.601664139889181,1,1,1
1,0,0.68448204593733,1,1,0
0,1,0.679563009180129,2,1,1
1,1,0.631460685515776,3,0,1
0,0,0.026058473624289,2,1,0
1,1,0.493598522385582,1,0,1
0,1,0.715086606564,2,0,0
1,1,0.0352825855370611,2,0,1
1,0,0.116507768398151,3,1,0
1,1,0.954098155954853,2,0,1
1,1,0.611772700911388,2,0,1
1,1,0.181363886687905,0,0,0
1,0,0.892291793366894,1,0,0
1,1,0.678775584790856,1,0,0
0,0,0.916657559107989,3,1,1
1,0,0.54457913688384,2,1,1
1,1,0.313087278045714,2,0,1
0,0,0.921589915640652,2,0,0
0,1,0.773415964562446,2,1,1
1,0,0.586481090867892,3,1,0
0,1,0.239399390295148,0,0,1
0,1,0.531690046656877,1,1,1
1,1,0.898886684095487,2,0,1
1,0,0.0443451583851129,2,1,0
1,1,0.640196801163256,1,1,1
1,1,0.422361739445478,2,0,1
0,0,0.678214129526168,2,1,1
0,0,0.166417697677389,2,0,0
0,1,0.0600843459833413,2,0,0
1,1,0.393136107595637,2,1,1
0,1,0.81135200150311,2,0,1
0,0,0.0233252625912428,1,1,0
1,1,0.999780100537464,2,0,0
0,0,0.419363057008013,1,1,0
0,1,0.765153105836362,3,0,1
1,1,0.546854188432917,0,0,1
0,0,0.0321650109253824,2,1,0
0,1,0.203724489780143,0,0,1
1,1,0.270865381462499,0,1,1
0,0,0.195784245152026,2,1,0
0,0,0.0620016348548234,2,1,0
1,0,0.745447625406086,2,1,0
1,1,0.348311955807731,0,0,0
0,1,0.00585627695545554,0,0,0
1,1,0.709159409860149,2,1,1
0,1,0.0080567121040076,0,0,0
1,0,0.546848968835548,3,1,1
0,0,0.504450872540474,2,1,0
0,1,0.525338839739561,1,0,1
0,1,0.450928898062557,2,0,1
1,0,0.0403109805192798,1,1,0
0,1,0.123047708766535,1,0,0
0,1,0.40799898491241,1,0,1
1,0,0.923819249263033,2,0,0
0,1,0.485008171526715,3,0,1
1,1,0.937729760771617,3,0,1
0,1,0.514987770002335,3,1,1
1,0,0.665617633378133,1,1,0
0,1,0.222273357445374,1,1,1
0,1,0.356425668112934,2,1,1
0,1,0.410401036264375,1,0,0
1,1,0.928498151479289,0,0,0
0,1,0.787485910579562,1,1,1
0,1,0.717789779882878,3,0,1
0,0,0.659413561923429,3,1,1
0,0,0.650838247733191,2,1,0
0,1,0.69496201374568,1,0,1
0,1,0.609219097765163,2,0,1
0,1,0.555380566976964,2,0,1
0,1,0.330606134841219,2,0,1
1,0,0.814218081068248,3,1,0
1,0,0.377119869925082,2,1,0
1,1,0.346123267663643,1,0,1
0,0,0.854003848740831,2,0,0
1,1,0.313223938457668,1,1,1
0,0,0.378056581830606,2,1,1
1,1,0.876568282721564,3,0,1
0,1,0.604882935527712,2,0,1
1,0,0.832603583112359,2,1,0
0,1,0.366388605441898,2,1,1
1,0,0.495454313233495,2,1,0
1,1,0.249980177963153,0,0,0
1,0,0.362940120277926,1,1,1
0,1,0.414108717814088,1,0,0
0,1,0.450594450579956,1,0,0
1,1,0.3951107240282,3,0,1
1,0,0.545457553584129,2,1,0
0,0,0.936950217466801,3,1,0
0,0,0.311468516709283,2,0,0
1,1,0.48176586907357,0,0,1
0,1,0.136566862929612,1,0,1
0,1,0.930422599194571,0,0,0
1,0,0.263969609513879,2,1,0
0,1,0.327186521841213,2,1,1
0,1,0.392230605939403,3,0,1
0,1,0.7069841560442,0,0,0
1,1,0.513869305839762,1,0,1
1,1,0.793956293025985,2,0,1
0,1,0.104579361155629,1,0,1
1,1,0.00631537660956383,0,0,0
0,0,0.616129212081432,3,1,1
0,1,0.6573189238552,0,1,1
1,1,0.373948473250493,1,0,1
1,1,0.837816020939499,3,0,1
0,1,0.376427911454812,0,0,1
0,1,0.649980324320495,2,0,1
0,0,0.69626348093152,3,1,0
0,1,0.282805972965434,2,0,1
1,1,0.968306937720627,2,0,1
1,1,0.477542083244771,1,0,1
1,0,0.612268439494073,1,1,0
1,1,0.611931646242738,1,0,0
1,1,0.519035591278225,2,0,1
1,1,0.463429586030543,1,1,1
1,1,0.647339046699926,1,0,1
1,0,0.681352246087044,2,1,1
0,1,0.423547933343798,2,0,1
1,0,0.596998752793297,1,1,0
1,0,0.130385384196416,2,0,0
1,1,0.0741052802186459,3,0,1
0,0,0.42133249505423,3,1,1
1,1,0.605887188576162,0,0,1
1,1,0.0752781045157462,0,0,1
0,0,0.217546688392758,3,1,1
0,1,0.476038500666618,3,0,1
1,1,0.807776038534939,3,0,1
0,0,0.792455245973542,3,1,0
1,1,0.367433461593464,1,0,1
0,1,0.789973663398996,2,1,0
1,0,0.541839539073408,3,0,0
0,1,0.373890059068799,2,0,1
1,1,0.587256895378232,2,0,1
1,1,0.0869594607502222,3,0,1
1,1,0.132935025263578,0,0,0
1,1,0.620921959169209,0,1,1
0,0,0.485075081931427,3,1,1
0,1,0.623977218521759,3,1,1
0,1,0.657717921072617,2,0,1
0,1,0.790318227838725,2,0,1
0,0,0.161257609492168,1,1,0
1,1,0.427070209290832,2,0,1
0,0,0.970176961272955,3,1,0
0,0,0.877333328360692,2,1,1
0,1,0.213437272002921,2,0,1
0,1,0.140781495021656,2,0,1
0,1,0.0842756037600338,2,0,1
0,0,0.577741017797962,2,1,0
0,1,0.0108160094823688,1,0,0
0,0,0.417546936310828,2,1,1
0,1,0.692364838905632,2,0,1
0,0,0.601588502060622,2,1,1
1,0,0.189017136115581,1,1,0
0,1,0.340538845397532,1,0,1
1,1,0.384236391633749,1,0,1
1,0,0.447567470138893,3,1,1
0,1,0.368182386504486,1,0,1
1,1,0.688407568726689,3,0,1
0,0,0.647085316944867,3,1,0
1,0,0.466401653829962,2,1,0
0,1,0.370821977965534,1,1,1
1,0,0.321091951569542,2,1,0
0,1,0.596566993743181,3,1,1
1,1,0.885603051166981,2,0,1
1,0,0.42608695407398,2,1,0
1,1,0.131717154057696,2,0,0
1,1,0.492080701282248,3,0,1
0,1,0.877446389524266,2,0,0
1,0,0.481806308729574,3,1,1
1,1,0.620088222203776,2,0,1
0,1,0.7323013166897,2,0,1
1,0,0.294736904092133,2,1,1
0,0,0.0398288709111512,1,1,0
1,0,0.72934672376141,2,0,0
0,0,0.895957858068869,3,1,0
1,0,0.644326900132,1,1,0
1,1,0.669676065677777,1,0,1
0,1,0.731612018309534,1,0,0
1,1,0.939775688806549,3,0,1
0,0,0.494597788201645,3,1,1
1,0,0.314084298443049,2,0,0
1,1,0.892629635054618,3,0,1
1,1,0.231520157773048,1,0,0
1,0,0.457865584408864,3,1,1
1,1,0.582465037703514,2,0,1
0,1,0.358084026025608,2,1,1
0,0,0.338421865133569,2,1,0
1,0,0.898124955361709,2,1,1
0,1,0.574213022831827,2,0,1
0,1,0.878436186118051,2,0,1
0,1,0.531308293808252,3,0,1
1,1,0.714429181301966,0,0,1
1,1,0.310431505553424,2,0,1
1,1,0.0477209743112326,2,0,1
0,1,0.504595577949658,2,0,1
0,0,0.840126085095108,3,1,1
1,1,0.358330003451556,2,0,0
1,0,0.649925835430622,2,1,0
1,1,0.855711227282882,1,0,0
1,0,0.527532569132745,1,1,0
1,1,0.972960316808894,2,0,0
1,1,0.0373515232931823,1,0,0
0,1,0.610452373279259,2,0,1
1,1,0.313026578631252,1,0,1
0,0,0.250860224477947,3,1,0
1,1,0.732001184020191,1,0,0
0,1,0.606184020871297,1,0,0
0,1,0.0696959868073463,2,0,1
1,1,0.554375931853428,2,1,1
0,1,0.0897008536849171,2,0,1
0,1,0.629115354036912,1,0,1
0,1,0.115057130111381,1,0,1
0,1,0.411005579400808,3,1,1
0,0,0.434156580362469,3,1,0
0,0,0.806610555853695,3,1,0
1,0,0.064976881025359,0,0,0
1,0,0.0837306200992316,3,1,0
0,1,0.333641670178622,1,1,1
0,1,0.128738855943084,2,0,0
0,1,0.873355746502057,2,0,0
0,1,0.346705781295896,3,0,1
0,1,0.978532450273633,1,0,0
1,1,0.915115302894264,1,0,1
0,1,0.286480419337749,1,0,1
1,1,0.930403209524229,2,0,0
1,0,0.192146256333217,3,1,1
1,0,0.583678086288273,2,1,0
0,1,0.0116128765512258,1,0,0
1,1,0.945385153172538,1,0,0
1,0,0.297296698903665,3,1,1
0,0,0.665338363265619,3,1,1
1,0,0.85774918505922,3,0,0
1,1,0.436760463286191,2,0,1
1,0,0.51440434041433,3,1,1
1,1,0.313475272385404,2,0,1
1,0,0.0852016322314739,3,1,1
0,1,0.737644968321547,2,0,1
0,1,0.892937420867383,3,0,1
1,1,0.847391489660367,3,0,1
0,0,0.422186814714223,2,1,0
0,0,0.173931664787233,2,1,0
0,1,0.484821672085673,1,0,1
0,0,0.823593241628259,3,1,1
0,0,0.940164131810889,2,1,0
0,1,0.324943671701476,0,0,1
0,1,0.568222824716941,3,0,1
1,1,0.189658424584195,1,0,1
0,1,0.627376410644501,2,0,1
1,0,0.273306887829676,2,1,1
1,1,0.45782472146675,1,0,1
1,1,0.135098186787218,1,0,1
1,1,0.0420173511374742,1,0,1
1,0,0.944790516747162,3,1,0
1,1,0.820142154581845,2,0,1
1,0,0.509989376645535,1,1,0
1,1,0.0024669321719557,2,0,0
1,1,0.751773179508746,2,0,1
0,0,0.521125366911292,1,1,1
1,0,0.0653728095348924,2,1,0
1,0,0.418617641553283,2,0,0
1,1,0.982747173402458,2,0,0
1,1,0.0766688005533069,2,0,1
0,0,0.22231602226384,0,1,0
1,1,0.162793725030497,1,0,1
1,1,0.869111101608723,2,0,1
0,1,0.390356521587819,2,1,1
1,0,0.764581349678338,3,1,1
1,1,0.958267445676029,2,0,1
0,1,0.562248126138002,0,1,1
0,1,0.586079479893669,1,1,1
1,1,0.177162989741191,1,0,1
1,1,0.659929949557409,2,0,1
0,0,0.506234500557184,2,1,0
1,1,0.849633988691494,2,0,1
1,0,0.394985379651189,3,0,0
1,0,0.696253055939451,1,1,0
1,1,0.808608045335859,2,0,1
1,0,0.397608678555116,2,1,1
0,1,0.858424183912575,3,0,0
1,0,0.421127145178616,3,1,1
1,1,0.190851926570758,2,0,1
0,0,0.0546847900841385,2,0,0
1,1,0.856314048403874,1,0,1
0,1,0.330700684338808,2,0,1
0,1,0.273257702356204,1,1,1
0,1,0.275742281461135,1,1,1
1,0,0.622702157823369,3,1,1
0,1,0.998664621962234,3,0,1
1,0,0.721400338690728,3,1,1
0,0,0.756402080878615,1,1,0
0,1,0.342784998007119,1,0,1
1,0,0.977821056265384,2,0,0
1,1,0.563012339640409,3,0,1
0,1,0.427242425037548,1,1,1
1,1,0.227387502091005,1,0,1
1,0,0.581182539230213,2,1,1
1,1,0.134327559266239,2,0,0
1,1,0.641900562914088,1,0,1
0,1,0.749340256676078,1,0,0
0,0,0.983102085767314,1,1,0
1,1,0.0978431955445558,1,0,1
1,0,0.397309839958325,2,1,1
0,1,0.268204943742603,1,0,0
0,1,0.417098525445908,2,0,1
0,0,0.273282628040761,1,1,0
1,1,0.980208932654932,2,0,0
0,0,0.728719888487831,2,1,0
0,0,0.0114044591318816,2,0,0
0,1,0.0338145773857832,3,0,0
1,0,0.112374332267791,2,1,0
1,1,0.0738856622483581,1,1,0
0,1,0.724403699394315,2,0,1
1,1,0.254256721120328,2,0,1
0,1,0.407830465119332,0,0,0
1,1,0.250220644054934,3,0,0
1,1,0.682146920356899,3,0,1
0,0,0.112033759010956,2,1,0
1,0,0.930536322528496,1,0,0
0,0,0.209424190921709,1,1,0
1,1,0.574831086676568,2,0,1
1,0,0.525274950545281,3,0,1
1,0,0.807928724680096,2,1,1
1,1,0.990601575234905,2,0,1
0,1,0.0781500171869993,1,0,0
0,0,0.970174899324775,2,1,0
0,0,0.553165533812717,1,1,0
1,1,0.473013447830454,1,0,1
0,0,0.543914052657783,3,1,0
1,1,0.521863844245672,2,1,1
0,1,0.580043581314385,2,0,1
0,1,0.9803798107896,3,0,1
0,1,0.266824963036925,2,0,1
0,0,0.549921796424314,2,1,0
1,1,0.5166079942137,2,0,1
0,1,0.237038297578692,2,0,1
0,1,0.217579479329288,0,0,1
0,0,0.76498767035082,2,1,0
1,1,0.208496636711061,1,0,1
1,1,0.780651359120384,3,0,1
1,1,0.28501307265833,1,0,1
0,0,0.909403568599373,2,1,0
1,0,0.75868149031885,1,1,0
0,1,0.132356992689893,0,0,1
0,0,0.831312231486663,3,1,0
0,1,0.875610346207395,3,0,0
0,0,0.704254970420152,2,1,1
1,0,0.910118851345032,3,0,0
1,0,0.229928246932104,3,0,0
0,0,0.582543242489919,2,1,1
1,1,0.821494417963549,2,1,1
0,1,0.638527550501749,1,1,1
1,0,0.836601027520373,2,1,0
1,1,0.681856953073293,2,0,1
0,1,0.860647588036954,3,0,1
1,0,0.537784197833389,2,1,1
0,1,0.994148758007213,1,0,0
1,1,0.641818774864078,1,0,1
0,0,0.831981903174892,0,1,0
0,1,0.0253398325294256,2,0,1
1,0,0.911857351660728,3,1,0
0,1,0.349678988801315,1,1,1
0,1,0.114771800348535,2,0,1
0,0,0.37628167308867,1,1,0
